token,count,rank
Familien,938,716
Geht,933,717
noetig,933,718
Ohne,928,719
sowie,927,720
Zeichen,926,721
fehlt,926,722
offen,926,723
Heimat,925,724
bringt,925,725
Chance,924,726
Vorschlaege,916,727
Hamburg,913,728
Rechtsextremismus,913,729
laeuft,906,730
Chef,905,731
allein,904,732
Bundestages,904,733
unterstuetzen,902,734
you,902,735
raus,901,736
Rechte,900,737
Erst,900,738
trotz,900,739
naechste,899,740
Haltung,899,741
Bahn,898,742
Gefahr,898,743
linke,897,744
gesprochen,893,745
waeren,890,746
scheint,889,747
kaempfen,888,748
fuehrt,887,749
Situation,883,750
Abgeordneten,880,751
Monaten,879,752
Abgeordnete,879,753
Ganz,877,754
verstehen,875,755
passiert,875,756
bedeutet,874,757
Hilfe,874,758
sozialen,873,759
Familie,870,760
Nun,869,761
E,869,762
frei,868,763
Untersuchungsausschuss,868,764
reicht,868,765
14,867,766
nutzen,866,767
Rolle,861,768
Spahn,859,769
etwa,857,770
Schon,857,771
Team,857,772
Nazis,855,773
War,853,774
Jamaika,852,775
wichtige,847,776
Worte,846,777
vorbei,842,778
weiterhin,842,779
Hand,841,780
Waehler,841,781
einige,837,782
Merz,836,783
seinem,835,784
laenger,833,785
Urteil,831,786
danke,830,787
n,830,788
Mietendeckel,828,789
erhalten,827,790
besten,827,791
worden,827,792
Meinungsfreiheit,826,793
Nachricht,825,794
verloren,824,795
Immer,822,796
handeln,821,797
Skandal,820,798
gespannt,820,799
grosser,819,800
Iran,817,801
denken,816,802
glaube,816,803
Steuern,815,804
Bevoelkerung,815,805
verstanden,815,806
Gedanken,814,807
unseres,813,808
nimmt,813,809
verdient,812,810
Frankfurt,810,811
laengst,808,812
Krieg,808,813
Maenner,808,814
z,807,815
Haben,806,816
Lockdown,805,817
Dabei,805,818
ueberall,803,819
hinter,802,820
links,802,821
dran,802,822
Kommentar,801,823
sorgen,800,824
neu,800,825
erklaeren,799,826
Punkt,799,827
bessere,798,828
Laendern,797,829
starke,796,830
Sanktionen,794,831
guter,794,832
Fakten,792,833
anderes,792,834
Gesundheit,792,835
Dieser,791,836
Amt,791,837
Wieso,791,838
Deswegen,791,839
allerdings,791,840
13,790,841
An,790,842
Strategie,789,843
Kohleausstieg,789,844
Ausschuss,788,845
Grenzen,786,846
nochmal,786,847
Anfang,784,848
oeffentlich,784,849
gehoeren,784,850
damals,782,851
Strasse,782,852
voll,782,853
berichtet,780,854
bekommt,778,855
Facebook,777,856
gestellt,774,857
Sachen,774,858
hab,773,859
Mut,772,860
gutes,770,861
Wahrheit,769,862
Impfstoff,768,863
diskutiert,766,864
passt,764,865
Schluss,764,866
pro,764,867
Klar,764,868
Wann,763,869
koennten,762,870
BaFin,762,871
leisten,761,872
konnte,761,873
echt,761,874
bzw,760,875
Mitarbeiter,760,876
Tagen,756,877
ca,756,878
Diesel,755,879
40,755,880
Aussage,755,881
rechts,755,882
MdB,755,883
schreiben,755,884
Grundrechte,754,885
Haus,754,886
Besuch,754,887
NATO,754,888
liegen,753,889
Ideen,751,890
Interesse,750,891
Glueck,750,892
v,750,893
Deutschlands,748,894
direkt,748,895
Essen,748,896
Praesident,747,897
halte,745,898
Tweets,745,899
notwendig,744,900
Duesseldorf,744,901
derzeit,743,902
Demokraten,743,903
Rente,743,904
Programm,742,905
that,741,906
Stimme,739,907
Koeln,739,908
Eltern,739,909
Sonntag,738,910
2017,737,911
demokratischen,737,912
The,736,913
Jeder,734,914
jedes,729,915
meint,729,916
Beim,728,917
hoffe,728,918
entschieden,727,919
with,727,920
funktioniert,726,921
Mitglieder,725,922
schafft,724,923
versucht,724,924
Dr,723,925
beschlossen,722,926
rein,721,927
richtige,721,928
not,721,929
Fluechtlinge,720,930
Wuerde,720,931
Initiative,720,932
Transparenz,720,933
sehe,718,934
beiden,715,935
Erfurt,715,936
kritisiert,714,937
00,714,938
Gerechtigkeit,714,939
Migration,712,940
bekannt,712,941
schlecht,712,942
Gruesse,711,943
Maut,711,944
Frieden,709,945
Mitglied,709,946
HartzIV,709,947
fragen,709,948
schwer,708,949
Ex,707,950
Mensch,707,951
Wird,706,952
Daher,706,953
COVID19,705,954
Bis,704,955
Reform,704,956
bereit,703,957
gern,703,958
Israel,702,959
zahlen,702,960
sowas,702,961
Folgen,701,962
heutigen,701,963
Journalisten,699,964
kurz,699,965
Soli,697,966
letzte,697,967
16,696,968
staerken,696,969
Plenum,696,970
Job,695,971
freuen,693,972
Armut,693,973
aktuellen,691,974
drauf,690,975
ziehen,689,976
Unsinn,689,977
Gibt,687,978
Stimmen,686,979
per,685,980
Oh,684,981
Gestern,683,982
Stunde,683,983
Groko,682,984
Angela,682,985
geworden,682,986
Gemeinsam,680,987
Verbot,679,988
Lindner,679,989
Wahlen,678,990
Unterschied,678,991
wann,677,992
hoeren,677,993
Schade,677,994
jedem,676,995
Text,676,996
Staaten,675,997
tatsaechlich,674,998
EZB,673,999
sagte,673,1000
Kind,671,1001
Einfach,671,1002
Zur,670,1003
Forderung,668,1004
gefragt,668,1005
schauen,668,1006
Einladung,668,1007
muesste,667,1008
keiner,667,1009
Antworten,667,1010
Austausch,666,1011
17,665,1012
gruene,665,1013
fest,664,1014
Waehrend,664,1015
ganzen,664,1016
Raum,664,1017
Haushalt,664,1018
tolle,663,1019
25,663,1020
europaeische,663,1021
Werte,662,1022
unterstuetzt,662,1023
Migranten,661,1024
Folge,660,1025
70,660,1026
laut,659,1027
Bundeskanzlerin,659,1028
Mittel,658,1029
einzige,657,1030
Klimawandel,656,1031
gelesen,655,1032
NoAfD,655,1033
Tat,653,1034
staerker,652,1035
geschrieben,652,1036
kennen,652,1037
be,652,1038
faellt,651,1039
Konsequenzen,650,1040
je,648,1041
Umwelt,647,1042
AFD,646,1043
angesichts,645,1044
Richtig,645,1045
Signal,645,1046
Muenchen,644,1047
massiv,643,1048
NSU,642,1049
are,641,1050
noafd,641,1051
Kultur,640,1052
Richtung,640,1053
Schuldenbremse,639,1054
Gruen,639,1055
gemeinsame,639,1056
Putin,638,1057
LINKE,638,1058
Auto,637,1059
demokratische,637,1060
A,637,1061
Wochenende,636,1062
folgen,636,1063
nein,636,1064
Entwicklung,635,1065
Kommunen,635,1066
Landes,635,1067
Infrastruktur,635,1068
hoch,634,1069
stoppen,634,1070
Taeter,633,1071
her,633,1072
G,633,1073
neues,633,1074
Bericht,633,1075
Preis,631,1076
spaeter,631,1077
noAfD,631,1078
gross,629,1079
gt,629,1080
Endlich,628,1081
Kindern,626,1082
ne,624,1083
Antifa,623,1084
genauso,623,1085
erneut,623,1086
Stunden,623,1087
Hinweis,623,1088
Hannover,622,1089
Ihrer,619,1090
Buch,618,1091
we,618,1092
Herrn,617,1093
Gespraeche,617,1094
tragen,616,1095
europaeischen,615,1096
Mir,612,1097
fuers,611,1098
schlicht,610,1099
beginnt,610,1100
gefordert,609,1101
Studie,608,1102
Kopf,607,1103
live,607,1104
Sprache,605,1105
vorher,605,1106
Angriff,604,1107
S,604,1108
Namen,604,1109
treffen,604,1110
offensichtlich,602,1111
Umgang,601,1112
Hause,601,1113
Verkehrswende,601,1114
Position,601,1115
Italien,600,1116
21,600,1117
Habeck,598,1118
Polizisten,597,1119
Tja,597,1120
Schule,596,1121
Waere,596,1122
kam,595,1123
Staatsfunk,594,1124
lernen,593,1125
bekaempfen,593,1126
t,593,1127
Zahl,592,1128
digitale,592,1129
glauben,591,1130
weltweit,591,1131
Nacht,590,1132
Ihren,590,1133
gesehen,589,1134
erreichen,588,1135
Energiewende,588,1136
Frankreich,588,1137
danach,588,1138
Mieten,587,1139
trifft,586,1140
gegeben,585,1141
System,584,1142
weiteren,584,1143
Chemnitz,584,1144
de,584,1145
Marktwirtschaft,583,1146
rechten,583,1147
verteidigen,582,1148
Sind,582,1149
Terror,581,1150
naemlich,581,1151
erreicht,580,1152
oeffentliche,580,1153
Entscheidungen,579,1154
Vergleich,578,1155
verhindert,578,1156
Veranstaltung,577,1157
Sorry,577,1158
anderer,577,1159
Abschaffung,577,1160
Gesetzentwurf,576,1161
Personen,576,1162
beide,576,1163
Satz,575,1164
wirkt,575,1165
Stuttgart,575,1166
handelt,574,1167
droht,574,1168
Konzept,574,1169
Sinn,573,1170
Welche,573,1171
bestimmt,570,1172
Schueler,569,1173
Bekaempfung,569,1174
Dinge,569,1175
this,569,1176
Demo,568,1177
retten,567,1178
Oesterreich,567,1179
Dieses,567,1180
Laschet,566,1181
Kollege,566,1182
Neue,564,1183
Ab,564,1184
Realitaet,563,1185
Markt,560,1186
Guten,560,1187
Null,559,1188
Engagement,559,1189
solchen,557,1190
meisten,557,1191
Interessen,556,1192
U,555,1193
Zustimmung,555,1194
jedenfalls,555,1195
obwohl,555,1196
gleichzeitig,554,1197
Autos,554,1198
Wahlkreis,554,1199
Maas,553,1200
fehlen,553,1201
neuer,553,1202
persoenlich,553,1203
Schoen,553,1204
einigen,552,1205
Gleich,552,1206
bewusst,552,1207
Verfahren,552,1208
hast,552,1209
gelten,551,1210
bevor,551,1211
Soldaten,551,1212
Anhoerung,551,1213
Virus,550,1214
versuchen,550,1215
Feedback,549,1216
kleine,546,1217
SGE,546,1218
Wettbewerb,545,1219
spaet,545,1220
Debatten,545,1221
hart,544,1222
Treffen,542,1223
Steuerzahler,541,1224
Spass,541,1225
Hoffnung,540,1226
Netz,539,1227
Chancen,539,1228
bist,539,1229
Masken,538,1230
Sicht,538,1231
Infos,536,1232
kritisieren,536,1233
ziemlich,535,1234
Landwirtschaft,534,1235
freut,534,1236
Presse,533,1237
Nachrichten,533,1238
behauptet,532,1239
Dich,532,1240
Luft,531,1241
Rechts,531,1242
Mobilitaet,531,1243
Naja,531,1244
absolut,530,1245
Mai,530,1246
Kommission,530,1247
getan,530,1248
Gegen,529,1249
Wohnungen,529,1250
konsequent,529,1251
super,529,1252
Gast,527,1253
dessen,527,1254
Gauland,527,1255
e,527,1256
m,526,1257
UN,526,1258
erstmal,526,1259
ernsthaft,525,1260
blockiert,525,1261
Kandidaten,524,1262
Behoerden,524,1263
kennt,524,1264
Nichts,524,1265
ARD,523,1266
Verfassung,522,1267
aktuell,522,1268
digitalen,522,1269
genommen,521,1270
falsche,521,1271
Kommt,521,1272
Klasse,520,1273
unterwegs,519,1274
Weihnachten,519,1275
abgelehnt,519,1276
Bielefeld,519,1277
Eintracht,519,1278
Zusammenhalt,518,1279
beste,518,1280
mag,518,1281
komplett,517,1282
Biden,517,1283
Aktion,516,1284
verlieren,516,1285
CumEx,516,1286
insbesondere,515,1287
oeffentlichen,515,1288
beenden,514,1289
Thomas,514,1290
selbstverstaendlich,513,1291
musste,512,1292
Internet,512,1293
Vielfalt,512,1294
Link,511,1295
g,511,1296
nennt,511,1297
rechte,510,1298
Muss,510,1299
warten,509,1300
Loesungen,509,1301
wichtigen,508,1302
Macron,508,1303
as,508,1304
Uebrigens,508,1305
Europas,508,1306
We,508,1307
zumindest,507,1308
selber,507,1309
jedoch,506,1310
DDR,505,1311
Form,505,1312
alleine,505,1313
GG,505,1314
Parteitag,504,1315
herzlichen,504,1316
habt,504,1317
Anschlag,503,1318
AKK,503,1319
Plan,503,1320
Kontrolle,502,1321
Niedersachsen,502,1322
Hanau,502,1323
Statement,502,1324
schreibt,502,1325
Pflicht,501,1326
Hessen,501,1327
DIE,501,1328
Grundlage,500,1329
Forderungen,500,1330
groesste,500,1331
kleinen,500,1332
Foto,500,1333
traegt,499,1334
fahren,499,1335
linken,499,1336
schneller,498,1337
Daten,497,1338
Sorge,497,1339
offene,496,1340
junge,496,1341
gebracht,496,1342
GET,496,1343
denke,495,1344
sage,495,1345
frueher,493,1346
Energie,493,1347
loesen,493,1348
oben,492,1349
Osten,490,1350
by,490,1351
alte,490,1352
steigen,489,1353
Ausserdem,489,1354
sozial,488,1355
verlassen,487,1356
Einkommen,487,1357
Wieder,486,1358
Darueber,486,1359
Abstand,486,1360
Start,486,1361
schoenen,485,1362
Waffen,485,1363
Horst,485,1364
Sitzung,485,1365
Niemand,485,1366
rund,483,1367
Angebot,483,1368
Gerne,483,1369
verbieten,482,1370
gewinnen,482,1371
Freunde,481,1372
Prof,481,1373
investieren,481,1374
sinnvoll,481,1375
drin,480,1376
Abstimmung,480,1377
besteht,480,1378
uebernehmen,480,1379
Beschluss,479,1380
erwarten,479,1381
feiern,479,1382
f,478,1383
AnneWill,478,1384
Wissenschaft,478,1385
usw,478,1386
Seiten,477,1387
Gruppe,476,1388
Sozialismus,476,1389
nennen,476,1390
bauen,475,1391
Pflege,475,1392
Botschaft,474,1393
Beschaeftigten,474,1394
Innenminister,474,1395
redet,474,1396
Monate,473,1397
Personal,472,1398
Minuten,472,1399
Erinnerung,471,1400
seien,471,1401
aktiv,470,1402
Islam,470,1403
Europawahl,470,1404
lang,470,1405
Herausforderungen,469,1406
Freude,469,1407
Handeln,469,1408
Sonst,468,1409
Projekt,468,1410
Dem,467,1411
erinnern,467,1412
Innovation,466,1413
Argumente,466,1414
Fraktionen,466,1415
folgt,465,1416
abschaffen,465,1417
Cannabis,465,1418
echte,464,1419
Angehoerigen,464,1420
Brandenburg,464,1421
erfolgreich,464,1422
Germany,463,1423
vier,462,1424
Eindruck,462,1425
Chaos,461,1426
Forschung,461,1427
Buero,461,1428
Super,461,1429
mindestens,460,1430
Besser,460,1431
Verbrechen,459,1432
ausser,459,1433
stimmen,458,1434
wollten,458,1435
Freitag,458,1436
konkret,457,1437
einsetzen,456,1438
gemeinsamen,456,1439
dir,456,1440
Spiel,455,1441
seid,455,1442
Basis,455,1443
Zweifel,454,1444
Dresden,454,1445
Rot,454,1446
Alternative,453,1447
Quelle,453,1448
Breitscheidplatz,453,1449
neben,453,1450
kenne,453,1451
Noe,453,1452
aufs,452,1453
getroffen,452,1454
bisschen,451,1455
Stelle,451,1456
2015,450,1457
freie,450,1458
verstehe,450,1459
diskutiere,450,1460
Arbeitsplaetze,449,1461
ebenso,449,1462
sitzen,448,1463
Ernst,448,1464
60,447,1465
aktuelle,447,1466
Darum,447,1467
wahr,447,1468
Guter,447,1469
zudem,446,1470
hoffentlich,445,1471
gruenen,445,1472
Bank,445,1473
Gesetze,445,1474
Anlass,445,1475
Mieter,444,1476
konkrete,444,1477
Rahmen,444,1478
Spitze,444,1479
spielt,444,1480
Lesen,443,1481
Nee,443,1482
Aussenpolitik,442,1483
Asyl,442,1484
Peter,442,1485
spielen,441,1486
erster,441,1487
gefuehrt,441,1488
Jede,440,1489
passieren,440,1490
Trotz,440,1491
Tisch,440,1492
Bereich,440,1493
ueberfaellig,439,1494
Herzen,439,1495
Kampagne,439,1496
Kurs,439,1497
Konzerne,438,1498
welcher,438,1499
Steuer,437,1500
at,437,1501
have,437,1502
Stellen,436,1503
Industrie,436,1504
gedacht,436,1505
Nazi,436,1506
niemals,435,1507
Grenze,435,1508
Rechten,435,1509
entscheidet,434,1510
90,434,1511
verboten,433,1512
ZDF,432,1513
fallen,431,1514
Wohnen,431,1515
Aussenminister,430,1516
