token,count,rank
seit,126,161
lieben,126,162
gar,124,163
sprechen,123,164
wo,123,165
deshalb,122,166
wenig,120,167
3,119,168
dabei,119,169
Jetzt,119,170
dazu,119,171
Klimaschutz,118,172
Partei,117,173
ab,114,174
Rede,113,175
eigentlich,113,176
Wahl,112,177
Weg,112,178
Wie,112,179
nie,112,180
Recht,112,181
Woche,110,182
genau,110,183
Ergebnis,110,184
selbst,110,185
CDU,108,186
Bei,108,187
Zukunft,107,188
warum,107,189
a,106,190
Entscheidung,106,191
Im,105,192
the,105,193
Ja,105,194
Debatte,104,195
Gruenen,103,196
natuerlich,103,197
Kollege,103,198
statt,102,199
Diese,102,200
nehmen,102,201
etwas,102,202
weil,102,203
Hier,101,204
gerne,100,205
Staat,98,206
Welt,97,207
welch,97,208
helfen,97,209
Union,96,210
Leben,95,211
uebrigens,95,212
Freiheit,94,213
Also,93,214
Sicherheit,93,215
denken,93,216
Krise,92,217
trotzdem,92,218
setzen,91,219
deutsch,91,220
deutlich,90,221
Auf,90,222
Muenchen,90,223
eben,89,224
Soldat,89,225
Problem,89,226
Meine,88,227
sichern,88,228
Nicht,88,229
duerfen,88,230
lassen,87,231
wirklich,87,232
liegen,87,233
politisch,87,234
verstehen,87,235
wer,87,236
Brexit,87,237
Arbeit,86,238
moeglich,84,239
Polizei,84,240
zwischen,83,241
weiss,83,242
schaffen,82,243
Gesellschaft,82,244
Unterstuetzung,82,245
Zusammenarbeit,82,246
einmal,81,247
Einsatz,81,248
Ende,80,249
soll,80,250
letzt,80,251
Zeichen,80,252
Ziel,79,253
schnellen,79,254
Idee,79,255
Man,79,256
Gott,79,257
glauben,79,258
Respekt,78,259
USA,77,260
bringen,77,261
Seite,77,262
haette,77,263
Familie,76,264
Vertrauen,76,265
Dann,76,266
Schutz,75,267
Teil,75,268
herzlich,75,269
Nein,75,270
Erfolg,74,271
Chance,73,272
beid,73,273
Nachricht,73,274
Schritt,73,275
10,73,276
diskutieren,72,277
Sehr,72,278
wohl,72,279
aktuell,71,280
Freue,71,281
Diskussion,71,282
grosser,71,283
wissen,71,284
falsch,70,285
Nur,70,286
bereits,70,287
notwendig,70,288
entscheiden,70,289
sowie,69,290
Uhr,69,291
Antwort,69,292
Haltung,69,293
of,69,294
leider,68,295
Wort,68,296
bekommen,68,297
stimmen,68,298
to,67,299
arbeiten,66,300
bedeuten,66,301
Gut,66,302
fragen,66,303
toll,66,304
lang,66,305
handeln,65,306
klar,65,307
NATO,65,308
Gerade,65,309
gewinnen,65,310
Habe,65,311
erreichen,64,312
nun,64,313
halten,63,314
also,63,315
Herausforderung,63,316
Fall,63,317
offen,63,318
leben,63,319
and,63,320
gleichen,63,321
Sache,63,322
Klar,62,323
endlich,62,324
erfolgreich,61,325
Koalition,61,326
hoch,61,327
politische,61,328
leisten,61,329
Twitter,61,330
Tat,61,331
Nach,60,332
Austausch,60,333
Morgen,60,334
eigen,60,335
Oder,60,336
grosse,59,337
Hilfe,59,338
Massnahmen,59,339
Stunde,59,340
morgen,59,341
lesen,59,342
schreiben,59,343
I,59,344
Wirtschaft,58,345
oft,58,346
Opfer,58,347
richtige,58,348
Mal,58,349
Hass,57,350
gestern,57,351
digital,57,352
besonders,57,353
bitte,57,354
schauen,57,355
Fraktion,56,356
nutzen,56,357
Bund,56,358
Gruesse,56,359
verdienen,55,360
ins,55,361
Vorsitzende,55,362
eher,55,363
csu,54,364
verlieren,54,365
starten,54,366
kennen,54,367
Aufgabe,54,368
Ganz,54,369
koennte,54,370
Seehofer,54,371
Dafuer,53,372
4,53,373
Ort,53,374
Schule,53,375
Blick,53,376
fordern,53,377
for,53,378
Linke,53,379
moechte,52,380
Buerger,52,381
Parlament,52,382
wuensche,52,383
Digitalisierung,52,384
gehoert,52,385
5,52,386
bayerisch,52,387
Stimmt,52,388
000,51,389
Mehr,51,390
Freund,51,391
FDP,51,392
Interesse,51,393
Rosenheim,51,394
niemand,51,395
Stimme,51,396
G,51,397
30,50,398
Kampf,50,399
d,50,400
Am,50,401
fast,50,402
Zahl,50,403
recht,50,404
Israel,50,405
zwar,49,406
Bundeskanzlerin,49,407
heisst,49,408
klein,49,409
reden,49,410
Rechtsstaat,49,411
manch,49,412
2020,48,413
erste,48,414
allein,48,415
Merkel,48,416
Regierung,48,417
Prozent,48,418
Lieber,48,419
Habeck,48,420
100,47,421
u,47,422
Wahlkreis,47,423
Nachhaltigkeit,47,424
Punkt,47,425
schwer,47,426
Geschichte,47,427
absolut,47,428
darueber,47,429
grossen,46,430
19,46,431
alt,46,432
staerken,46,433
20,46,434
Mio,46,435
Region,46,436
weiterhin,46,437
konsequent,46,438
schoen,46,439
Bildung,46,440
daran,46,441
Geht,46,442
Ach,46,443
Genau,46,444
Gesetz,45,445
Dazu,45,446
steigen,45,447
Friede,45,448
nochmal,45,449
Deutsche,45,450
voll,45,451
Polizist,45,452
Sinn,45,453
Mitte,45,454
funktionieren,45,455
echt,45,456
Wuerde,45,457
europaeische,45,458
demokratisch,45,459
2019,44,460
sozial,44,461
davon,44,462
Signal,44,463
Von,44,464
Bitte,44,465
gegenueber,44,466
Besuch,44,467
vielleicht,44,468
Menschenrechte,44,469
deutschen,44,470
traurig,44,471
europaeischen,44,472
seinen,44,473
Augsburg,44,474
los,43,475
link,43,476
Herr,43,477
Loesung,43,478
Entwicklung,43,479
fuehren,43,480
schwierig,43,481
Meinung,43,482
wegen,42,483
Regel,42,484
umsetzen,42,485
wirtschaftlich,42,486
Bereich,42,487
Lage,42,488
Geld,42,489
staerker,42,490
Herz,42,491
darauf,42,492
erhalten,42,493
Zum,42,494
zwei,42,495
Partner,42,496
Wert,42,497
Weil,42,498
0,41,499
schlecht,41,500
Vorbild,41,501
Bundesregierung,41,502
laeuft,41,503
daher,41,504
bestehen,41,505
dort,41,506
Koalitionsvertrag,41,507
B,40,508
Klima,40,509
Haus,40,510
Mitglied,40,511
Gruene,40,512
Mann,40,513
schuetzen,40,514
Situation,40,515
Gewalt,40,516
verhindern,40,517
Natuerlich,40,518
weder,40,519
naechsten,40,520
Grund,40,521
Vorschlag,40,522
laesst,40,523
Vielleicht,39,524
zusammen,39,525
weltweit,39,526
Unternehmen,39,527
Landwirtschaft,39,528
Forderung,39,529
Monat,39,530
vergessen,39,531
Richtig,39,532
Na,39,533
Horst,39,534
unterstuetzen,38,535
retten,38,536
gutes,38,537
7,38,538
Antisemitismus,38,539
Team,38,540
Aussage,38,541
US-amerikanischen,38,542
Pandemie,37,543
sogar,37,544
beginnen,37,545
Beitrag,37,546
sowohl,37,547
Folge,37,548
bieten,37,549
Aus,36,550
E,36,551
6,36,552
Hoffnung,36,553
Dobrindt,36,554
fehlen,36,555
hoffen,36,556
spannen,36,557
Spass,36,558
Mittel,36,559
jemand,36,560
Mehrheit,36,561
zurueck,36,562
sicher,36,563
is,36,564
Art,36,565
Franke,36,566
R2,36,567
Antrag,35,568
schnell,35,569
Politiker,35,570
starke,35,571
Solidaritaet,35,572
wirken,35,573
einig,35,574
gewaehlt,35,575
bzw,35,576
Hand,35,577
Dienst,35,578
Angst,35,579
jedoch,35,580
Drohne,35,581
eng,34,582
Platz,34,583
international,34,584
Interview,34,585
Aktion,34,586
solch,34,587
Alexander,34,588
mögen,34,589
You,34,590
Einfach,34,591
Noch,34,592
bisschen,34,593
gedenken,34,594
darum,34,595
Erst,34,596
Tweet,34,597
Tuerkei,34,598
direkt,33,599
Grenze,33,600
anders,33,601
positiv,33,602
allerdings,33,603
Botschaft,33,604
Abend,33,605
meist,33,606
halt,33,607
sonst,33,608
treffen,33,609
Willkommen,32,610
Euro,32,611
aendern,32,612
CO2,32,613
Verbot,32,614
Abgeordnete,32,615
Kollegin,32,616
froh,32,617
Heimat,32,618
Neues,32,619
dringen,32,620
spannend,32,621
passieren,32,622
Inhalt,32,623
je,32,624
Gedanke,32,625
spielen,32,626
ehrlich,32,627
bald,31,628
Angela,31,629
faellt,31,630
ziehen,31,631
China,31,632
seeon19,31,633
feiern,31,634
frei,31,635
Parteitag,31,636
Segen,31,637
gleich,31,638
Medium,31,639
wuerden,31,640
Handeln,31,641
schlimm,31,642
solche,31,643
lohnen,30,644
offensichtlich,30,645
9,30,646
z,30,647
Laender,30,648
sofort,30,649
nachhaltig,30,650
Programm,30,651
on,30,652
Rahmen,30,653
heutig,30,654
Ministerpraesidenten,30,655
Super,30,656
national,30,657
leicht,30,658
loesen,30,659
Dieser,30,660
bewusst,30,661
erinnern,30,662
versuchen,30,663
Leute,30,664
passt,30,665
Konsequenz,30,666
Macht,29,667
intensiv,29,668
global,29,669
gehoeren,29,670
Urteil,29,671
Markus,29,672
Initiative,29,673
Berliner,29,674
Mrd,29,675
Kraft,29,676
einsetzen,29,677
Rolle,29,678
naechste,29,679
kurz,29,680
Organspende,29,681
Projekt,29,682
Million,29,683
bezeichnen,29,684
Beispiel,29,685
bereiten,29,686
erwarten,29,687
einzig,29,688
Uebrigens,29,689
Frankreich,29,690
Sorry,29,691
Antifa,29,692
Verbesserung,28,693
Einigung,28,694
Innovation,28,695
umso,28,696
GroKo,28,697
verbieten,28,698
beschließen,28,699
Plenum,28,700
gesund,28,701
Bild,28,702
Staerke,28,703
Wichtig,28,704
folgen,28,705
Erhoehung,28,706
ebenso,28,707
etc,28,708
Amt,28,709
Sicht,28,710
drei,28,711
Ordnung,28,712
klug,28,713
Kritik,27,714
Beim,27,715
Soeder,27,716
2021,27,717
Unterschied,27,718
Ueber,27,719
betreffen,27,720
unterstuetzt,27,721
anschauen,27,722
Klausurtagung,27,723
vorbei,27,724
70,27,725
letzte,27,726
Schoen,27,727
COVID19,27,728
Deswegen,27,729
Weihnachten,27,730
Mut,27,731
Kampagne,27,732
Eltern,27,733
fallen,27,734
Sprache,27,735
dran,27,736
suchen,27,737
ueberhaupt,27,738
Schade,27,739
bekaempfen,27,740
Besserung,27,741
Zusammenhalt,27,742
halte,26,743
unterwegs,26,744
bauen,26,745
40,26,746
massiv,26,747
Klimawandel,26,748
gleichzeitig,26,749
Entlastung,26,750
konstruktiv,26,751
Seeon,26,752
jung,26,753
vorstellen,26,754
Start,26,755
lernen,26,756
Finde,26,757
Einheit,26,758
Schon,26,759
Happy,26,760
dagegen,26,761
SED,26,762
Praesident,26,763
Beziehung,26,764
via,25,765
Gast,25,766
Umwelt,25,767
gestalten,25,768
Perspektive,25,769
EEG,25,770
raus,25,771
Einladung,25,772
Guten,25,773
Job,25,774
Maske,25,775
12,25,776
15,25,777
gesamt,25,778
Bayerische,25,779
Reform,25,780
Migration,25,781
Dankeschoen,25,782
Oh,25,783
Fehler,25,784
liefern,25,785
super,25,786
Laendern,25,787
Aufklaerung,25,788
Anlass,25,789
it,25,790
Glueck,25,791
Kommentar,25,792
Ostern,25,793
zumindest,25,794
scheinen,25,795
Minister,25,796
Kirche,25,797
abschaffen,25,798
Verpflichtung,25,799
Angriff,25,800
gross,24,801
Statement,24,802
bundestag,24,803
ankommen,24,804
e,24,805
Video,24,806
rein,24,807
Gemeinsam,24,808
Freude,24,809
hab,24,810
voran,24,811
interessant,24,812
stolz,24,813
Vorschlaege,24,814
Europaeischen,24,815
bekennen,24,816
waehlen,24,817
Bedeutung,24,818
engagieren,24,819
Zustimmung,24,820
Koalitionsverhandlungen,24,821
Gerne,24,822
waehrend,24,823
Umfrage,24,824
Immer,24,825
this,24,826
weg,24,827
Praevention,24,828
erklaert,24,829
erklaeren,24,830
Volle,24,831
tatsaechlich,24,832
haelt,24,833
Noe,24,834
Sonntag,24,835
Nazi,24,836
breit,24,837
Moment,24,838
System,24,839
Ding,24,840
Naja,24,841
Trump,24,842
Rechtsstaatlichkeit,24,843
nennen,24,844
Erinnerung,24,845
dennoch,24,846
Kompromiss,23,847
bestimmen,23,848
Gespraech,23,849
moeglichst,23,850
steuerlich,23,851
tragen,23,852
Gesicht,23,853
Schweinfurt,23,854
Anreiz,23,855
verabschieden,23,856
dadurch,23,857
Gesundheit,23,858
derzeit,23,859
kaempfen,23,860
besonder,23,861
Freundschaft,23,862
trotzen,23,863
cool,23,864
Sitzung,23,865
Umsetzung,23,866
Grundgesetz,23,867
Voraussetzung,23,868
Mueller,23,869
Nichts,23,870
drauf,23,871
Spiel,23,872
Auftritt,23,873
kuenftig,23,874
Oesterreich,23,875
voellig,23,876
Grosse,23,877
Prinzip,23,878
paar,23,879
75,23,880
Truppe,23,881
18,22,882
13,22,883
ganze,22,884
Mail,22,885
11,22,886
Energie,22,887
gelingen,22,888
Sorge,22,889
live,22,890
Ebene,22,891
genug,22,892
Haushalt,22,893
legen,22,894
Umgang,22,895
danken,22,896
Guter,22,897
ernst,22,898
neben,22,899
Angehoerigen,22,900
Thueringen,22,901
Gruppe,22,902
Bericht,22,903
eigene,22,904
hin,22,905
Leider,22,906
warten,22,907
Good,22,908
Impfstoff,22,909
schaden,22,910
anstatt,22,911
Birthday,22,912
Coronakrise,22,913
bzgl,22,914
jen,22,915
automatisch,22,916
D,22,917
Herkunftsstaaten,22,918
vier,22,919
jazubayern,22,920
waeren,22,921
Virus,22,922
stets,22,923
Ausbildung,21,924
Regelung,21,925
Kommission,21,926
Mobilitaet,21,927
Bahn,21,928
insgesamt,21,929
Abstimmung,21,930
Klimapolitik,21,931
erneut,21,932
2018,21,933
Engagement,21,934
Ruhe,21,935
Gedenken,21,936
Gespraeche,21,937
Dr,21,938
verbessern,21,939
uebernehmen,21,940
UN,21,941
Wahlkampf,21,942
Bevoelkerung,21,943
Jugendliche,21,944
Erfahrung,21,945
Impfen,21,946
egal,21,947
Studie,21,948
impfen,21,949
reichen,21,950
langsam,21,951
sag,21,952
manchmal,21,953
Zur,21,954
beenden,21,955
zurecht,21,956
spitzen,21,957
Grundrente,21,958
laut,21,959
historisch,21,960
UK,21,961
letztlich,21,962
Soldatinnen,21,963
demokratische,21,964
Wasserstoff,20,965
entstehen,20,966
sorgen,20,967
Kommune,20,968
Loesungen,20,969
Lockdown,20,970
Motto,20,971
Akzeptanz,20,972
Buergerinnen,20,973
Infektionsschutzgesetz,20,974
Gleich,20,975
Kleiner,20,976
Kurs,20,977
Gefahr,20,978
triefen,20,979
aufstellen,20,980
tollen,20,981
danke,20,982
Kandidat,20,983
rot,20,984
selbstverstaendlich,20,985
cducsu,20,986
Europawahl,20,987
soziale,20,988
Kabinett,20,989
Investition,20,990
rund,20,991
hinter,20,992
einladen,20,993
A,20,994
bewegen,20,995
hart,20,996
fest,20,997
Endlich,20,998
taeglich,20,999
nachdem,20,1000
Gegenteil,20,1001
Basis,20,1002
unterschiedlich,20,1003
nein,20,1004
regieren,20,1005
entscheidend,20,1006
langfristig,20,1007
Covid,20,1008
hinsichtlich,20,1009
Vor,20,1010
wundern,20,1011
rechtsextrem,20,1012
Jamaika,19,1013
Konzept,19,1014
50,19,1015
Generation,19,1016
Wohlstand,19,1017
Biden,19,1018
Leistung,19,1019
Auswirkung,19,1020
bisher,19,1021
Geburtstag,19,1022
Ausbau,19,1023
schoenen,19,1024
Mai,19,1025
n,19,1026
bspw,19,1027
Verstaendnis,19,1028
innerhalb,19,1029
Anerkennung,19,1030
Richtung,19,1031
konkret,19,1032
Experte,19,1033
Maenner,19,1034
groesste,19,1035
erhoehen,19,1036
Anspruch,19,1037
Spitzenkandidat,19,1038
erleben,19,1039
Stabilitaet,19,1040
parlamentarisch,19,1041
knapp,19,1042
hinzuzufuegen,19,1043
angehen,19,1044
kritisch,19,1045
Muss,19,1046
Name,19,1047
Same,19,1048
nix,19,1049
entweder,19,1050
Zweifel,19,1051
Fan,19,1052
Eindruck,19,1053
Linie,19,1054
haetten,19,1055
fuehrt,19,1056
kritisieren,19,1057
laufen,19,1058
csupt19,19,1059
links,19,1060
reich,19,1061
Pflicht,19,1062
Auftrag,19,1063
la,19,1064
hach,19,1065
Dabei,19,1066
Verfahren,19,1067
Moeglichkeit,19,1068
Ideologie,19,1069
Aussenpolitik,19,1070
Integration,19,1071
with,19,1072
Rechtsextremismus,19,1073
Extremist,19,1074
Artikel,18,1075
zustimmen,18,1076
Hamburg,18,1077
Arbeitsplaetze,18,1078
verbinden,18,1079
fahren,18,1080
fair,18,1081
Fuehrung,18,1082
Preis,18,1083
stattfinden,18,1084
parlamentarische,18,1085
Live,18,1086
Homeoffice,18,1087
m,18,1088
furchtbar,18,1089
tief,18,1090
Holocaust,18,1091
Faktum,18,1092
Raum,18,1093
hervorragend,18,1094
Bekaempfung,18,1095
erkennen,18,1096
besuchen,18,1097
Verhandlung,18,1098
spaet,18,1099
ueberall,18,1100
Angebot,18,1101
digitale,18,1102
Verfuegung,18,1103
Tisch,18,1104
umgehen,18,1105
klingen,18,1106
you,18,1107
beitragen,18,1108
Krieg,18,1109
genauso,18,1110
We,18,1111
Waere,18,1112
nachdenken,18,1113
persoenlich,18,1114
einstimmig,18,1115
Herzlich,18,1116
Tipp,18,1117
Eigentlich,18,1118
Auge,18,1119
durchaus,18,1120
derjenige,18,1121
zahlen,18,1122
musste,18,1123
MiaSanMia,18,1124
Unsinn,18,1125
25,18,1126
her,18,1127
Grossbritannien,18,1128
betonen,18,1129
Nockherberg,18,1130
gering,18,1131
Sozialismus,18,1132
Wieder,18,1133
bewaffnen,18,1134
Sahel,18,1135
Plan,17,1136
Sitzungswoche,17,1137
beraten,17,1138
heutige,17,1139
Technologie,17,1140
Verkehr,17,1141
entwickeln,17,1142
Durch,17,1143
Anfang,17,1144
pro,17,1145
per,17,1146
Kanzlerin,17,1147
Wachstum,17,1148
00,17,1149
Parteivorstand,17,1150
v,17,1151
koennt,17,1152
Schaut,17,1153
Regierungserklaerung,17,1154
14,17,1155
Gerd,17,1156
Info,17,1157
einigen,17,1158
unbedingt,17,1159
niedrig,17,1160
ehemalig,17,1161
europaeischer,17,1162
zehn,17,1163
gratulieren,17,1164
vorne,17,1165
Hallo,17,1166
gt,17,1167
Thoma,17,1168
Wochenend,17,1169
Absolut,17,1170
Ok,17,1171
Genauso,17,1172
wann,17,1173
News,17,1174
nurmalso,17,1175
freiheitlich,17,1176
Insta,17,1177
muesste,17,1178
inakzeptabel,17,1179
schuetzt,17,1180
Steigerung,17,1181
Zwei,17,1182
Facebook,17,1183
ausser,17,1184
Jugend,17,1185
Russland,17,1186
zaehlt,17,1187
Strategie,17,1188
ARD,17,1189
Kultur,17,1190
Gibt,17,1191
EUR,17,1192
friedlich,17,1193
eintreten,17,1194
verurteilen,17,1195
Arbeitnehmer,17,1196
CSUPT17,17,1197
gruene,17,1198
Haeh,17,1199
Ausruestung,17,1200
Stadt,16,1201
Markt,16,1202
Auto,16,1203
darstellen,16,1204
Aufbruch,16,1205
Ansatz,16,1206
Marktwirtschaft,16,1207
internationale,16,1208
Alternative,16,1209
danach,16,1210
21,16,1211
alleine,16,1212
Wissenschaft,16,1213
testen,16,1214
wahren,16,1215
damals,16,1216
Rassismus,16,1217
Form,16,1218
Erster,16,1219
Unter,16,1220
grossartige,16,1221
Rund,16,1222
Paris,16,1223
kleine,16,1224
hoeren,16,1225
Foerderung,16,1226
Waehler,16,1227
Gratulation,16,1228
klappen,16,1229
frueh,16,1230
Kamerad,16,1231
Haushaltsausschuss,16,1232
beweisen,16,1233
verantwortlich,16,1234
Terror,16,1235
Haette,16,1236
Kosten,16,1237
frueher,16,1238
Haben,16,1239
notwendige,16,1240
Wahnsinn,16,1241
aufgrund,16,1242
It,16,1243
StrongerTogether,16,1244
entschuldigen,16,1245
kaufen,16,1246
sitzen,16,1247
Kanzler,16,1248
Organisation,16,1249
Argument,16,1250
Generalsekretaer,16,1251
geistig,16,1252
our,16,1253
Top,16,1254
DDR,16,1255
Christ,16,1256
rechtlich,16,1257
irgendwie,16,1258
Belarus,16,1259
Satire,16,1260
empfehlen,16,1261
kluge,16,1262
Entscheidend,16,1263
bezahlen,16,1264
Minute,16,1265
Begriff,16,1266
24,16,1267
Reaktion,16,1268
r,16,1269
are,16,1270
Journalist,16,1271
Rundfunkbeitrag,16,1272
Verfassungsschutz,16,1273
True,16,1274
Bekenntnis,16,1275
Linkspartei,16,1276
Sicherheitspolitik,16,1277
OeRR,16,1278
transatlantischen,16,1279
Europarats,16,1280
Brief,15,1281
Vorsitz,15,1282
investieren,15,1283
Bau,15,1284
Baerbock,15,1285
Beste,15,1286
Maerz,15,1287
Forschung,15,1288
Betroffene,15,1289
Weise,15,1290
zweit,15,1291
Abstand,15,1292
App,15,1293
einhalten,15,1294
Deal,15,1295
16,15,1296
Senkung,15,1297
Wertschaetzung,15,1298
Position,15,1299
Gelegenheit,15,1300
WeRemember,15,1301
Landesgruppe,15,1302
Schueler,15,1303
Aussen,15,1304
Tote,15,1305
Faehigkeiten,15,1306
Ministerpraesident,15,1307
Grundlage,15,1308
Cannabis,15,1309
ne,15,1310
sowas,15,1311
Kooperation,15,1312
Verlaengerung,15,1313
Praesidenten,15,1314
langen,15,1315
heraus,15,1316
Gruenden,15,1317
Stelle,15,1318
Daumen,15,1319
Europaeische,15,1320
Toleranz,15,1321
Kommt,15,1322
Verhaeltnis,15,1323
benennen,15,1324
daraus,15,1325
vermutlich,15,1326
Netz,15,1327
naemlich,15,1328
fuers,15,1329
Zitat,15,1330
mutig,15,1331
Rechtsstaats,15,1332
Buero,15,1333
Vernunft,15,1334
sage,15,1335
Wann,15,1336
spalten,15,1337
tagen,15,1338
Manchmal,15,1339
Kurzarbeit,15,1340
Vergleich,15,1341
wesentlich,15,1342
fehlend,15,1343
brexit,15,1344
zudem,15,1345
Vergangenheit,15,1346
Juso,15,1347
Diktatur,15,1348
Geist,15,1349
etwa,15,1350
Meinungsfreiheit,15,1351
Quatsch,15,1352
Druck,15,1353
Reihe,15,1354
verteidigen,15,1355
Uebrigen,15,1356
wahr,15,1357
Nawalny,15,1358
Andrea,14,1359
Hetze,14,1360
GG,14,1361
foerdern,14,1362
junge,14,1363
Klimaziele,14,1364
Null,14,1365
Verhalten,14,1366
November,14,1367
Licht,14,1368
Aschermittwoch,14,1369
Steuer,14,1370
17,14,1371
Opposition,14,1372
behaupten,14,1373
Gestern,14,1374
Klasse,14,1375
traegt,14,1376
bevor,14,1377
Handel,14,1378
Lebensmittel,14,1379
Fortschritt,14,1380
Vertreter,14,1381
bedanken,14,1382
verantwortungsvoll,14,1383
Veranstaltung,14,1384
Mittelpunkt,14,1385
ergeben,14,1386
werfen,14,1387
Geschlossenheit,14,1388
Zigarette,14,1389
schoenes,14,1390
innen,14,1391
extrem,14,1392
Risiko,14,1393
MdB,14,1394
Substitution,14,1395
sinnvoll,14,1396
my,14,1397
Diskriminierung,14,1398
Prioritaet,14,1399
zuegig,14,1400
corona,14,1401
laenger,14,1402
Follower,14,1403
durchsetzen,14,1404
oben,14,1405
momentan,14,1406
Servicetweet,14,1407
Mutter,14,1408
beantworten,14,1409
we,14,1410
Italien,14,1411
melden,14,1412
generell,14,1413
Ausschuss,14,1414
Parteivorsitzenden,14,1415
de,14,1416
vergleichen,14,1417
Zusammenhang,14,1418
Gruende,14,1419
Vorgehen,14,1420
Freitag,14,1421
angesichts,14,1422
schleichen,14,1423
Instagram,14,1424
Beschluss,14,1425
stabile,14,1426
angeblich,14,1427
aktiv,14,1428
laengst,14,1429
dienen,14,1430
interessieren,14,1431
radikal,14,1432
Stimmung,14,1433
einzeln,14,1434
Erding,14,1435
ernsthaft,14,1436
Zudem,14,1437
werben,14,1438
verhandeln,14,1439
betrachten,14,1440
Protest,14,1441
lustig,14,1442
offenbaren,14,1443
Germany,14,1444
Sachsen,14,1445
aussprechen,14,1446
zwingen,14,1447
peinlich,14,1448
Iran,14,1449
cc,14,1450
dorothee,14,1451
baeruser,14,1452
Ausstattung,14,1453
Hoecke,14,1454
BMVg,14,1455
Verteidigungsminister,14,1456
Geltung,14,1457
IS,13,1458
Bundestagswahl,13,1459
Foto,13,1460
zusaetzlich,13,1461
innovativ,13,1462
erstmals,13,1463
Schulde,13,1464
Landwirt,13,1465
ca,13,1466
Verlust,13,1467
pruefen,13,1468
8,13,1469
zweite,13,1470
entsprechen,13,1471
Schoene,13,1472
gesegnet,13,1473
Feiertag,13,1474
finanziell,13,1475
Maskenpflicht,13,1476
bundesweit,13,1477
ruhig,13,1478
Zuversicht,13,1479
April,13,1480
Anliegen,13,1481
Hanau,13,1482
80,13,1483
enorm,13,1484
entschließen,13,1485
kommend,13,1486
christlich,13,1487
kennenlernen,13,1488
Rente,13,1489
EVP,13,1490
Gutes,13,1491
Online,13,1492
Walter,13,1493
nett,13,1494
Beruf,13,1495
Einkommen,13,1496
Miete,13,1497
Chef,13,1498
Konsum,13,1499
Soll,13,1500
schließen,13,1501
Film,13,1502
ausbauen,13,1503
Laeuft,13,1504
Gewinn,13,1505
Merci,13,1506
Dauer,13,1507
Account,13,1508
ziemlich,13,1509
formulieren,13,1510
Innenminister,13,1511
rechts,13,1512
Beginn,13,1513
Tweets,13,1514
here,13,1515
bayern,13,1516
wert,13,1517
Wieso,13,1518
Wahrheit,13,1519
verletzen,13,1520
zunehmen,13,1521
Yes,13,1522
erstmal,13,1523
akzeptieren,13,1524
entfernen,13,1525
Moeglichkeiten,13,1526
entgegen,13,1527
echte,13,1528
wohnen,13,1529
Erdogan,13,1530
Fluechtlinge,13,1531
schick,13,1532
Scholz,13,1533
du,13,1534
Tja,13,1535
Wiesn,13,1536
EuGH,13,1537
