token,count,rank
wirklich,2897,214
via,2886,215
Wahl,2877,216
Staat,2869,217
Nicht,2854,218
falsch,2851,219
Weg,2830,220
leider,2807,221
Du,2767,222
lesen,2748,223
Zukunft,2745,224
Linke,2736,225
gerne,2727,226
gelten,2718,227
Uhr,2702,228
Gute,2695,229
TL,2691,230
Antwort,2680,231
lang,2657,232
haette,2656,233
Wirecard,2637,234
bringen,2632,235
Nur,2629,236
schaffen,2604,237
Geld,2595,238
Herzliche,2577,239
Gruene,2575,240
also,2569,241
4,2553,242
letzt,2550,243
Man,2537,244
Freiheit,2537,245
Herr,2533,246
duerfen,2521,247
helfen,2507,248
liegen,2471,249
verstehen,2468,250
Gesellschaft,2461,251
sichern,2461,252
Seehofer,2408,253
Trump,2384,254
Diese,2380,255
Krise,2379,256
diskutieren,2379,257
stimmen,2361,258
entscheiden,2356,259
Parlament,2356,260
bekommen,2336,261
Auf,2333,262
Welt,2331,263
000,2327,264
Meine,2327,265
USA,2313,266
ins,2295,267
reden,2281,268
10,2273,269
wissen,2260,270
halten,2258,271
stark,2253,272
wegen,2240,273
nie,2236,274
Teil,2222,275
and,2222,276
Fall,2212,277
fragen,2211,278
eben,2206,279
schreiben,2204,280
Dann,2197,281
Meinung,2185,282
Polizei,2175,283
Leben,2168,284
natuerlich,2165,285
Verantwortung,2156,286
Entscheidung,2142,287
denken,2142,288
Nach,2134,289
Thueringen,2110,290
Buerger,2079,291
Sache,2070,292
deutlich,2070,293
Gesetz,2063,294
bitte,2062,295
eigen,2045,296
recht,2014,297
sozial,2011,298
Interview,2002,299
uebrigens,1997,300
einmal,1991,301
koennte,1975,302
zwischen,1972,303
Antrag,1966,304
Ergebnis,1944,305
Leute,1944,306
Sehr,1944,307
Tweet,1940,308
CL,1936,309
offen,1931,310
Wort,1930,311
glauben,1929,312
gehoert,1927,313
Gut,1921,314
Schule,1896,315
arbeiten,1894,316
aktuell,1886,317
weiss,1875,318
Also,1870,319
heisst,1869,320
Wirtschaft,1866,321
is,1864,322
Pandemie,1854,323
anders,1851,324
Fraktion,1850,325
Erfolg,1849,326
moeglich,1843,327
Bund,1843,328
Familie,1808,329
einig,1808,330
Unternehmen,1807,331
leben,1797,332
Million,1792,333
schnellen,1791,334
Kritik,1790,335
Idee,1769,336
schlecht,1767,337
voll,1764,338
beid,1763,339
offenbaren,1760,340
Abgeordnete,1759,341
davon,1755,342
30,1751,343
bereits,1751,344
kennen,1748,345
gleichen,1745,346
Massnahmen,1740,347
daher,1731,348
handeln,1728,349
Gewalt,1721,350
Mehrheit,1714,351
Oder,1714,352
Kollege,1713,353
Opfer,1701,354
for,1701,355
19,1689,356
verlieren,1681,357
Mitglied,1672,358
China,1670,359
zusammen,1669,360
link,1664,361
Monat,1662,362
Genau,1659,363
Bayer,1658,364
Mehr,1655,365
Artikel,1652,366
morgen,1640,367
dort,1639,368
AfDwirkt,1637,369
Am,1636,370
Ziel,1635,371
Abend,1630,372
alt,1626,373
Brandner,1626,374
zwei,1624,375
Morgen,1618,376
fehlen,1617,377
Schutz,1614,378
Solidaritaet,1614,379
Mal,1613,380
voellig,1600,381
Seite,1596,382
Anfrage,1590,383
20,1589,384
Tuerkei,1572,385
hoch,1571,386
NRW,1570,387
politische,1567,388
verhindern,1564,389
CO2,1556,390
grosse,1555,391
Zahl,1540,392
lieben,1529,393
2020,1527,394
Diskussion,1524,395
laesst,1523,396
nutzen,1522,397
sogar,1509,398
kritisieren,1505,399
Politiker,1500,400
Sicherheit,1498,401
Mann,1495,402
trotzdem,1493,403
Vorschlag,1493,404
niemand,1491,405
Unterstuetzung,1490,406
6,1488,407
daran,1488,408
gestern,1483,409
darauf,1480,410
Rassismus,1474,411
Erdogan,1472,412
zurueck,1467,413
d,1465,414
Chance,1463,415
Von,1462,416
treffen,1461,417
I,1449,418
Koalition,1447,419
klein,1437,420
fast,1432,421
darueber,1431,422
Stimme,1425,423
15,1417,424
jemand,1411,425
Bild,1411,426
100,1410,427
Hass,1410,428
Klima,1400,429
demokratisch,1396,430
Haus,1395,431
dringen,1384,432
oft,1383,433
2019,1379,434
eher,1379,435
solch,1378,436
versuchen,1376,437
Beispiel,1375,438
schwer,1372,439
Deutsche,1368,440
7,1365,441
deutschen,1362,442
Folge,1361,443
Laender,1360,444
Regel,1358,445
passieren,1358,446
Nachricht,1358,447
toll,1357,448
ziehen,1356,449
ganze,1351,450
nennen,1346,451
Kampf,1344,452
TK,1341,453
klar,1338,454
Einsatz,1337,455
echt,1328,456
Twitter,1326,457
massiv,1325,458
moechte,1323,459
Na,1321,460
Stimmt,1320,461
Respekt,1319,462
Bundeswehr,1317,463
US-amerikanischen,1316,464
Mio,1313,465
Interesse,1312,466
Weil,1310,467
Stunde,1306,468
Hilfe,1304,469
digital,1303,470
Aufgabe,1302,471
weder,1298,472
seinen,1298,473
Scholz,1298,474
Ort,1297,475
frei,1296,476
sorgen,1291,477
Nazi,1291,478
Gespraech,1286,479
naechsten,1285,480
grossen,1281,481
Punkt,1281,482
verdienen,1280,483
Bitte,1278,484
wuensche,1274,485
wuerden,1273,486
Investition,1271,487
darum,1270,488
Grundgesetz,1265,489
soziale,1263,490
bisher,1261,491
folgen,1260,492
Steuer,1252,493
zahlen,1252,494
Vor,1248,495
Lage,1246,496
Digitalisierung,1244,497
einzig,1241,498
Bildung,1241,499
etc,1238,500
Dafuer,1228,501
Klimakrise,1228,502
Zum,1222,503
Grenze,1221,504
Schritt,1212,505
Geschichte,1211,506
erreichen,1207,507
gegenueber,1206,508
Milliarde,1200,509
du,1200,510
scheinen,1198,511
waehlen,1197,512
solche,1194,513
Minister,1193,514
Auto,1191,515
Aus,1191,516
Freund,1190,517
besonders,1189,518
ernst,1186,519
los,1185,520
sonst,1184,521
Aussage,1183,522
Russland,1176,523
schauen,1175,524
zwar,1173,525
schoen,1173,526
spannen,1171,527
Forderung,1168,528
Fehler,1167,529
9,1166,530
hoffen,1164,531
Wahlkampf,1163,532
nix,1160,533
Rechtsstaat,1154,534
Loesung,1153,535
beginnen,1152,536
schuetzen,1151,537
Video,1150,538
Wert,1149,539
bedeuten,1145,540
12,1140,541
Gerade,1137,542
leisten,1130,543
Leider,1130,544
berichten,1129,545
paar,1128,546
Co,1126,547
haetten,1121,548
steigen,1120,549
Vertrauen,1117,550
Stadt,1117,551
nurnochAfD,1117,552
Medium,1115,553
zB,1114,554
Grund,1113,555
manch,1109,556
Mrd,1106,557
weg,1106,558
Maassen,1106,559
Berliner,1104,560
allein,1102,561
lernen,1097,562
Mitte,1094,563
dagegen,1092,564
notwendig,1092,565
2018,1092,566
8,1090,567
Noch,1090,568
Ach,1090,569
Scheuer,1088,570
Prozent,1087,571
Vielleicht,1087,572
Gefahr,1085,573
genug,1085,574
Aufklaerung,1085,575
on,1085,576
erwarten,1084,577
kaum,1083,578
sofort,1082,579
verbieten,1081,580
50,1080,581
einsetzen,1077,582
Habe,1077,583
Antisemitismus,1076,584
fuehren,1075,585
reichen,1074,586
vielleicht,1074,587
Menschenrechte,1072,588
Beitrag,1068,589
gewinnen,1067,590
spielen,1066,591
Kommentar,1063,592
Brexit,1059,593
Blick,1056,594
Ueber,1055,595
halt,1054,596
Kraft,1053,597
Gera,1053,598
Impfstoff,1050,599
Opposition,1047,600
kurz,1047,601
18,1045,602
ueberhaupt,1042,603
Art,1041,604
Krieg,1038,605
erste,1038,606
Coronakrise,1034,607
Angriff,1033,608
Job,1029,609
Sachsen,1029,610
waehrend,1028,611
Lieber,1027,612
aendern,1027,613
legen,1026,614
gewaehlt,1024,615
0,1023,616
vergessen,1023,617
B,1022,618
Zusammenarbeit,1020,619
Platz,1019,620
Soeder,1017,621
Argument,1017,622
Dazu,1017,623
Journalist,1012,624
11,1010,625
D,1010,626
Macht,1009,627
Sinn,1007,628
haelt,1007,629
Kosten,1007,630
Demokrat,1004,631
Hetze,1004,632
2021,995,633
Angst,995,634
Verbot,995,635
direkt,995,636
herzlich,994,637
hin,994,638
Chef,991,639
Urteil,990,640
Neues,988,641
funktionieren,987,642
stoppen,984,643
Syrien,982,644
Kanzlerin,980,645
Druck,979,646
bestimmen,977,647
it,971,648
Verfassungsschutz,970,649
Position,968,650
bald,967,651
Freue,966,652
erinnern,959,653
Gegenteil,957,654
drei,956,655
Altparteien,956,656
erklaert,952,657
konkret,952,658
Situation,950,659
egal,949,660
behaupten,946,661
Skandal,943,662
Natuerlich,941,663
eigene,940,664
Bahn,938,665
Person,938,666
Initiative,938,667
erfolgreich,935,668
Preis,934,669
Geht,933,670
noetig,933,671
Hamburg,932,672
Zeichen,931,673
sowie,931,674
Team,931,675
laut,926,676
bekennen,926,677
Heimat,925,678
ablehnen,924,679
Rente,924,680
trotzen,923,681
beenden,917,682
Haltung,917,683
Vorschlaege,916,684
Sorge,916,685
erhalten,915,686
Rechtsextremismus,913,687
abschaffen,910,688
Programm,909,689
laeuft,906,690
meist,906,691
Mitarbeiter,902,692
unterstuetzen,902,693
you,902,694
raus,901,695
Erst,900,696
kritisch,900,697
naechste,899,698
hart,898,699
schlimm,893,700
Reform,893,701
Rolle,892,702
waeren,890,703
kaempfen,888,704
fuehrt,887,705
Gedanke,887,706
Stelle,887,707
Maske,885,708
drohen,882,709
retten,882,710
bauen,881,711
Projekt,879,712
schaden,878,713
Ganz,877,714
verteidigen,875,715
rein,872,716
umsetzen,870,717
schnell,869,718
Nun,869,719
E,869,720
gleich,868,721
Konsequenz,868,722
Untersuchungsausschuss,868,723
Haushalt,868,724
14,867,725
Hinweis,866,726
Spahn,859,727
etwa,857,728
Schon,857,729
Wohnung,856,730
Unterschied,856,731
fallen,854,732
Jamaika,852,733
Mittel,850,734
teuer,847,735
absolut,845,736
regieren,845,737
vorbei,842,738
weiterhin,842,739
Bericht,842,740
Hand,841,741
Waehler,841,742
sitzen,837,743
Merz,836,744
Konzept,834,745
laenger,833,746
Amt,833,747
Iran,833,748
danke,830,749
n,830,750
tragen,829,751
Mietendeckel,828,752
wirken,827,753
Meinungsfreiheit,826,754
Strategie,825,755
Israel,824,756
System,822,757
Immer,822,758
grosser,819,759
feiern,815,760
Bevoelkerung,815,761
Frankfurt,814,762
blockieren,814,763
bereiten,813,764
Gruppe,813,765
warten,812,766
hinter,811,767
Studie,809,768
laengst,808,769
Maenner,808,770
z,807,771
Besuch,807,772
Haben,806,773
Lockdown,805,774
Dabei,805,775
sinnvoll,805,776
Sanktion,804,777
ueberall,803,778
links,802,779
dran,802,780
erklaeren,799,781
Laendern,797,782
Faktum,796,783
starke,796,784
investieren,793,785
Anfang,793,786
Gesundheit,792,787
Ding,792,788
Entwicklung,791,789
Dieser,791,790
Wieso,791,791
Deswegen,791,792
allerdings,791,793
13,790,794
Wahrheit,789,795
Kohleausstieg,789,796
Mut,788,797
Ausschuss,788,798
Kandidat,787,799
Sonntag,787,800
Name,786,801
nochmal,786,802
Text,785,803
oeffentlich,784,804
gehoeren,784,805
Demo,783,806
heutig,783,807
damals,782,808
Strasse,782,809
Facebook,777,810
fest,775,811
Miete,774,812
bezahlen,773,813
hab,773,814
gutes,770,815
global,767,816
international,767,817
privat,765,818
passt,764,819
Schluss,764,820
Alternative,764,821
pro,764,822
Klar,764,823
Wann,763,824
koennten,762,825
BaFin,762,826
bzw,760,827
Diesel,758,828
Konzern,756,829
ca,756,830
40,755,831
rechts,755,832
MdB,755,833
Grundrechte,754,834
Essen,754,835
NATO,754,836
bestehen,753,837
Glueck,750,838
v,750,839
Praesident,747,840
wirtschaftlich,746,841
halte,745,842
Tweets,745,843
konsequent,744,844
Duesseldorf,744,845
derzeit,743,846
Polizist,743,847
Gericht,741,848
Veranstaltung,741,849
that,741,850
informieren,740,851
Koeln,739,852
Eltern,739,853
2017,737,854
Herz,736,855
durchsetzen,736,856
suchen,736,857
The,736,858
Friede,733,859
Info,733,860
obwohl,730,861
erkennen,729,862
erneut,728,863
Beim,728,864
with,727,865
Dr,723,866
beschließen,722,867
Inhalt,722,868
richtige,721,869
not,721,870
Fluechtlinge,720,871
interessieren,720,872
Wuerde,720,873
Transparenz,720,874
Vorsitzende,717,875
Erfurt,715,876
00,714,877
Gerechtigkeit,714,878
Migration,712,879
Gruesse,711,880
Maut,711,881
einigen,709,882
HartzIV,709,883
spannend,708,884
Ex,707,885
Plenum,707,886
Wird,706,887
COVID19,705,888
liefern,705,889
gedenken,704,890
gern,703,891
sowas,702,892
Signal,700,893
national,698,894
Einladung,698,895
Soli,697,896
letzte,697,897
16,696,898
staerken,696,899
Kultur,695,900
A,695,901
Armut,693,902
Richtung,693,903
engagieren,692,904
Raum,691,905
weltweit,691,906
Vergleich,690,907
drauf,690,908
Unsinn,689,909
scheitern,688,910
bieten,688,911
Gibt,687,912
per,685,913
Kommune,684,914
Angela,684,915
Oh,684,916
Gestern,683,917
Groko,682,918
laufen,680,919
Gemeinsam,680,920
bevor,679,921
Lindner,679,922
wann,677,923
hoeren,677,924
Schade,677,925
gesamt,675,926
Austausch,675,927
offensichtlich,675,928
derjenige,675,929
tatsaechlich,674,930
EZB,673,931
Einfach,671,932
Zur,670,933
beantworten,670,934
Herausforderung,668,935
muesste,667,936
Foto,667,937
17,665,938
gruene,665,939
Region,665,940
Waehrend,664,941
Terror,663,942
25,663,943
europaeische,663,944
starten,663,945
ernsthaft,662,946
unterstuetzt,662,947
Migranten,661,948
Buch,661,949
70,660,950
Bundeskanzlerin,659,951
Klimawandel,656,952
Innovation,655,953
NoAfD,655,954
sterben,654,955
rassistisch,654,956
Tat,653,957
staerker,652,958
be,652,959
faellt,651,960
Italien,651,961
Angebot,651,962
Wochenend,650,963
erleben,649,964
je,648,965
Infrastruktur,648,966
Energie,647,967
Umwelt,647,968
sicher,647,969
AFD,646,970
angesichts,645,971
Richtig,645,972
Muenchen,644,973
mögen,644,974
finanzieren,643,975
Sprache,643,976
Bereich,642,977
NSU,642,978
are,641,979
noafd,641,980
Schuldenbremse,639,981
Gruen,639,982
schleichen,638,983
Putin,638,984
werfen,638,985
LINKE,638,986
demokratische,637,987
froh,636,988
nein,636,989
Frankreich,635,990
Taeter,633,991
her,633,992
G,633,993
Information,633,994
Kontrolle,632,995
empfehlen,632,996
zustimmen,632,997
rechtsextrem,632,998
spaeter,631,999
noAfD,631,1000
gross,629,1001
gt,629,1002
Endlich,628,1003
fair,626,1004
Hannover,626,1005
angeblich,625,1006
Mord,625,1007
ne,624,1008
Aktion,623,1009
Antifa,623,1010
schwierig,623,1011
genauso,623,1012
tollen,622,1013
komplett,621,1014
gerecht,620,1015
rot,619,1016
Umgang,618,1017
Soldat,618,1018
traurig,618,1019
we,618,1020
Herrn,617,1021
Gespraeche,617,1022
verbreiten,616,1023
europaeischen,615,1024
verurteilen,614,1025
warnen,614,1026
fuers,611,1027
vorlegen,611,1028
mehrer,610,1029
Kopf,609,1030
Auge,609,1031
fahren,608,1032
live,607,1033
Virus,606,1034
vorher,605,1035
S,604,1036
aktiv,602,1037
Kita,601,1038
betreffen,601,1039
Verkehrswende,601,1040
absurd,600,1041
beantragen,600,1042
Umfrage,600,1043
21,600,1044
Habeck,598,1045
Tja,597,1046
Waere,596,1047
Staatsfunk,594,1048
ausser,593,1049
bekaempfen,593,1050
t,593,1051
Steuerzahler,592,1052
digitale,592,1053
Abstimmung,591,1054
Netz,591,1055
Form,590,1056
Nacht,590,1057
Statement,590,1058
Klasse,588,1059
Energiewende,588,1060
vertreten,588,1061
Minute,588,1062
Engagement,588,1063
danach,588,1064
Protest,587,1065
Sitzung,586,1066
langen,585,1067
gleichzeitig,584,1068
Chemnitz,584,1069
Verfahren,584,1070
de,584,1071
Satz,583,1072
Marktwirtschaft,583,1073
naemlich,581,1074
klug,581,1075
Null,580,1076
oeffentliche,580,1077
verfolgen,580,1078
Grundlage,579,1079
schwarz,579,1080
bezeichnen,579,1081
Sorry,577,1082
Stuttgart,577,1083
Abschaffung,577,1084
Gesetzentwurf,576,1085
beziehen,576,1086
Wettbewerb,575,1087
modern,574,1088
Waffe,573,1089
Quelle,573,1090
Versuch,571,1091
ziemlich,570,1092
planen,569,1093
Schueler,569,1094
Bekaempfung,569,1095
this,569,1096
Hoffnung,569,1097
Oesterreich,567,1098
Dieses,567,1099
Kleiner,567,1100
Laschet,566,1101
ignorieren,564,1102
Realitaet,563,1103
umgehen,563,1104
Anschlag,563,1105
interessant,563,1106
Markt,561,1107
Guten,560,1108
Treffen,558,1109
aufnehmen,558,1110
demonstrieren,558,1111
Datum,557,1112
tief,557,1113
streiten,556,1114
U,555,1115
Zustimmung,555,1116
jedenfalls,555,1117
Spiel,554,1118
Wahlkreis,554,1119
Maas,553,1120
persoenlich,553,1121
Schoen,553,1122
Gleich,552,1123
bewusst,552,1124
Anhoerung,551,1125
unterschiedlich,550,1126
positiv,549,1127
Feedback,549,1128
bewegen,548,1129
Kommission,547,1130
kleine,546,1131
Botschaft,546,1132
SGE,546,1133
spaet,545,1134
organisieren,544,1135
Pflicht,543,1136
nachhaltig,542,1137
Leistung,542,1138
Spass,541,1139
Sicht,538,1140
Partner,537,1141
brechen,537,1142
Handeln,536,1143
Mai,536,1144
merken,536,1145
Landwirtschaft,534,1146
Presse,533,1147
Erfahrung,533,1148
liberal,533,1149
Kirche,532,1150
impfen,531,1151
Erinnerung,531,1152
Luft,531,1153
Mobilitaet,531,1154
Naja,531,1155
Zitat,530,1156
Jahrzehnt,529,1157
Gegen,529,1158
nachdem,529,1159
Generation,529,1160
super,529,1161
Gast,528,1162
kaufen,528,1163
Verfassung,527,1164
Gauland,527,1165
e,527,1166
m,526,1167
UN,526,1168
erstmal,526,1169
rechtlich,524,1170
Behoerden,524,1171
Nichts,524,1172
Reaktion,523,1173
staatlich,523,1174
ARD,523,1175
Kommt,521,1176
bedrohen,520,1177
kriegen,520,1178
entstehen,520,1179
unterwegs,519,1180
Weihnachten,519,1181
Bielefeld,519,1182
Eintracht,519,1183
Zusammenhalt,518,1184
kosten,518,1185
reich,518,1186
ehrlich,517,1187
rufen,517,1188
jung,517,1189
Biden,517,1190
peinlich,516,1191
Plan,516,1192
entwickeln,516,1193
Ministerium,516,1194
lohnen,516,1195
CumEx,516,1196
insbesondere,515,1197
oeffentlichen,515,1198
Osten,514,1199
Thoma,514,1200
Hessen,514,1201
selbstverstaendlich,513,1202
Niedersachsen,513,1203
mutig,513,1204
vorstellen,512,1205
musste,512,1206
Einkommen,512,1207
Internet,512,1208
Vielfalt,512,1209
Link,511,1210
g,511,1211
Betroffene,511,1212
Begriff,511,1213
Lese,510,1214
rechte,510,1215
wahren,510,1216
Muss,510,1217
Loesungen,509,1218
Experte,508,1219
Innenminister,508,1220
Macron,508,1221
ankommen,508,1222
as,508,1223
Uebrigens,508,1224
We,508,1225
wiederholen,507,1226
zumindest,507,1227
selber,507,1228
jedoch,506,1229
DDR,505,1230
alleine,505,1231
GG,505,1232
Kampagne,505,1233
Parteitag,504,1234
Abstand,504,1235
Vorbild,503,1236
AKK,503,1237
reagieren,502,1238
Hanau,502,1239
Dienst,501,1240
rund,501,1241
DIE,501,1242
groesste,500,1243
traegt,499,1244
Andrea,499,1245
verlassen,498,1246
teilen,498,1247
kommend,496,1248
Volk,496,1249
verantwortlich,496,1250
Personal,496,1251
Liste,496,1252
junge,496,1253
GET,496,1254
sage,495,1255
Risiko,494,1256
frueher,493,1257
loesen,493,1258
Termin,493,1259
extrem,493,1260
Deal,492,1261
oben,492,1262
Mieter,491,1263
greifen,491,1264
beteiligen,491,1265
melden,490,1266
by,490,1267
Ausserdem,489,1268
Start,489,1269
Kollegin,489,1270
stecken,487,1271
Wieder,486,1272
Darueber,486,1273
schoenen,485,1274
Horst,485,1275
Niemand,485,1276
Wissenschaft,485,1277
zwingen,484,1278
gering,484,1279
Gerne,483,1280
Landtag,482,1281
lehnen,481,1282
Zug,481,1283
Prof,481,1284
spitzen,480,1285
drin,480,1286
uebernehmen,480,1287
Beschluss,479,1288
Islam,479,1289
Kurs,479,1290
Freude,478,1291
friedlich,478,1292
f,478,1293
AnneWill,478,1294
usw,478,1295
Verbrechen,477,1296
Pflege,477,1297
erlauben,477,1298
Sozialismus,476,1299
irren,476,1300
Freitag,475,1301
Beschaeftigten,474,1302
einbringen,474,1303
knapp,474,1304
Gott,474,1305
antworten,474,1306
Betrieb,473,1307
Regime,472,1308
verletzen,470,1309
holen,470,1310
Europawahl,470,1311
Brandenburg,469,1312
Kontakt,468,1313
Sonst,468,1314
Forschung,467,1315
Cannabis,465,1316
echte,464,1317
Angehoerigen,464,1318
Eindruck,464,1319
gestalten,464,1320
Basis,463,1321
Germany,463,1322
Finanzminister,462,1323
Test,462,1324
vier,462,1325
gelingen,462,1326
Chaos,461,1327
Zweifel,461,1328
Dresden,461,1329
schweigen,461,1330
Buero,461,1331
Super,461,1332
Tisch,460,1333
mindestens,460,1334
Besser,460,1335
triefen,458,1336
versprechen,458,1337
Perspektive,457,1338
Bewegung,457,1339
leicht,457,1340
besonder,457,1341
sinken,456,1342
inhaltlich,455,1343
verweigern,454,1344
Rot,454,1345
Breitscheidplatz,453,1346
neben,453,1347
Noe,453,1348
Geburtstag,452,1349
aufs,452,1350
illegal,452,1351
Peter,451,1352
bisschen,451,1353
profitieren,450,1354
2015,450,1355
freie,450,1356
Arbeitsplaetze,449,1357
ebenso,449,1358
Rahmen,449,1359
parlamentarisch,449,1360
Ernst,449,1361
Analyse,449,1362
60,447,1363
Darum,447,1364
Guter,447,1365
zudem,446,1366
hoffentlich,445,1367
gruenen,445,1368
Bank,445,1369
ehemalig,445,1370
Industrie,445,1371
Asyl,445,1372
Anlass,445,1373
Entlastung,445,1374
konkrete,444,1375
Brief,444,1376
verzichten,444,1377
Quote,444,1378
Nee,443,1379
Aussenpolitik,442,1380
Wahnsinn,442,1381
gefuehrt,441,1382
zweit,440,1383
Trotz,440,1384
Papier,440,1385
Struktur,440,1386
Impfen,439,1387
ueberfaellig,439,1388
Konflikt,439,1389
geschehen,438,1390
Bau,438,1391
at,437,1392
have,437,1393
treten,436,1394
eng,436,1395
breit,436,1396
Auftrag,436,1397
niemals,435,1398
entlasten,435,1399
Lehrer,435,1400
Verein,435,1401
Autobahn,435,1402
Rechte,435,1403
90,434,1404
einladen,434,1405
sachlich,433,1406
ZDF,432,1407
treiben,431,1408
Wohnen,431,1409
Aussenminister,430,1410
groessten,430,1411
schliessen,430,1412
heissen,430,1413
UA1BT,430,1414
verkaufen,428,1415
verbessern,428,1416
Hoecke,428,1417
dauern,428,1418
indem,428,1419
koennt,428,1420
Tod,427,1421
Antraege,427,1422
Allerdings,427,1423
stolz,426,1424
langsam,426,1425
Diktatur,426,1426
Not,425,1427
umso,425,1428
Bundestagswahl,425,1429
Halle,425,1430
grosses,425,1431
News,425,1432
danken,424,1433
Selbst,424,1434
Luebcke,424,1435
22,423,1436
It,423,1437
abstimmen,422,1438
gesund,422,1439
Quatsch,422,1440
frueh,421,1441
Maerz,421,1442
Dies,421,1443
Hallo,421,1444
wirksam,420,1445
Neuwahl,419,1446
Zeuge,419,1447
Gewinn,419,1448
werben,419,1449
Kanzleramt,418,1450
verbinden,418,1451
Markus,418,1452
wundern,418,1453
online,418,1454
hoehere,418,1455
Reise,417,1456
Gesicht,417,1457
hoert,417,1458
Niveau,417,1459
sog,417,1460
bundesweit,416,1461
Leipzig,416,1462
Ministerin,416,1463
BVerfG,415,1464
Regelung,415,1465
irgendwie,415,1466
Weimar,414,1467
anschauen,414,1468
Umsetzung,414,1469
NoAFD,414,1470
Rechtsextreme,413,1471
Lasst,413,1472
Fake,412,1473
niedrig,411,1474
Bedingung,411,1475
Thread,411,1476
Coronavirus,410,1477
Schaeuble,410,1478
Mandat,410,1479
Unter,410,1480
Erkenntnis,410,1481
NetzDG,410,1482
Pressefreiheit,409,1483
Wohnraum,408,1484
angehen,408,1485
Detail,408,1486
80,407,1487
Schulde,407,1488
Anspruch,407,1489
vorbereiten,406,1490
sicherlich,406,1491
bezahlbar,406,1492
from,406,1493
akzeptieren,405,1494
P,405,1495
Dobrindt,405,1496
Moeglichkeit,404,1497
Verstaendnis,404,1498
Prinzip,403,1499
