token,count,rank
fehlt,926,716
offen,926,717
Heimat,925,718
bringt,925,719
Chance,924,720
Vorschlaege,916,721
Hamburg,913,722
Rechtsextremismus,913,723
laeuft,906,724
Chef,905,725
allein,904,726
Bundestages,904,727
unterstuetzen,902,728
you,902,729
raus,901,730
Rechte,900,731
Erst,900,732
trotz,900,733
naechste,899,734
Haltung,899,735
Bahn,898,736
Gefahr,898,737
gesprochen,893,738
waeren,890,739
scheint,889,740
kaempfen,888,741
fuehrt,887,742
Situation,883,743
Abgeordneten,880,744
Monaten,879,745
Abgeordnete,879,746
Ganz,877,747
verstehen,875,748
passiert,875,749
bedeutet,874,750
Hilfe,874,751
sozialen,873,752
Familie,870,753
Nun,869,754
E,869,755
frei,868,756
Untersuchungsausschuss,868,757
reicht,868,758
14,867,759
nutzen,866,760
Rolle,861,761
Spahn,859,762
etwa,857,763
Schon,857,764
Team,857,765
Nazis,855,766
War,853,767
Jamaika,852,768
wichtige,847,769
Worte,846,770
vorbei,842,771
weiterhin,842,772
Hand,841,773
Waehler,841,774
einige,837,775
Merz,836,776
seinem,835,777
laenger,833,778
Urteil,831,779
danke,830,780
n,830,781
Mietendeckel,828,782
erhalten,827,783
besten,827,784
worden,827,785
Meinungsfreiheit,826,786
Nachricht,825,787
verloren,824,788
Immer,822,789
handeln,821,790
Skandal,820,791
gespannt,820,792
grosser,819,793
Iran,817,794
denken,816,795
glaube,816,796
Steuern,815,797
Bevoelkerung,815,798
verstanden,815,799
Gedanken,814,800
unseres,813,801
nimmt,813,802
verdient,812,803
Frankfurt,810,804
laengst,808,805
Krieg,808,806
Maenner,808,807
z,807,808
Haben,806,809
Lockdown,805,810
Dabei,805,811
ueberall,803,812
hinter,802,813
links,802,814
dran,802,815
Kommentar,801,816
sorgen,800,817
neu,800,818
erklaeren,799,819
Punkt,799,820
bessere,798,821
Laendern,797,822
starke,796,823
Sanktionen,794,824
guter,794,825
Fakten,792,826
anderes,792,827
Gesundheit,792,828
Dieser,791,829
Amt,791,830
Wieso,791,831
Deswegen,791,832
allerdings,791,833
13,790,834
An,790,835
Strategie,789,836
Kohleausstieg,789,837
Ausschuss,788,838
Grenzen,786,839
nochmal,786,840
Anfang,784,841
oeffentlich,784,842
gehoeren,784,843
damals,782,844
Strasse,782,845
voll,782,846
berichtet,780,847
bekommt,778,848
Facebook,777,849
gestellt,774,850
Sachen,774,851
hab,773,852
Mut,772,853
gutes,770,854
Wahrheit,769,855
Impfstoff,768,856
diskutiert,766,857
passt,764,858
Schluss,764,859
pro,764,860
Klar,764,861
Wann,763,862
koennten,762,863
BaFin,762,864
leisten,761,865
konnte,761,866
echt,761,867
bzw,760,868
Mitarbeiter,760,869
Tagen,756,870
ca,756,871
Diesel,755,872
40,755,873
Aussage,755,874
rechts,755,875
MdB,755,876
schreiben,755,877
Grundrechte,754,878
Haus,754,879
Besuch,754,880
NATO,754,881
liegen,753,882
Ideen,751,883
Interesse,750,884
Glueck,750,885
v,750,886
Deutschlands,748,887
direkt,748,888
Essen,748,889
Praesident,747,890
halte,745,891
Tweets,745,892
notwendig,744,893
Duesseldorf,744,894
derzeit,743,895
Demokraten,743,896
Rente,743,897
Programm,742,898
that,741,899
Stimme,739,900
Koeln,739,901
Eltern,739,902
Sonntag,738,903
2017,737,904
demokratischen,737,905
The,736,906
Jeder,734,907
jedes,729,908
meint,729,909
Beim,728,910
hoffe,728,911
entschieden,727,912
with,727,913
funktioniert,726,914
Mitglieder,725,915
schafft,724,916
versucht,724,917
Dr,723,918
beschlossen,722,919
rein,721,920
richtige,721,921
not,721,922
Fluechtlinge,720,923
Wuerde,720,924
Initiative,720,925
Transparenz,720,926
sehe,718,927
beiden,715,928
Erfurt,715,929
kritisiert,714,930
00,714,931
Gerechtigkeit,714,932
Migration,712,933
bekannt,712,934
schlecht,712,935
Gruesse,711,936
Maut,711,937
Frieden,709,938
Mitglied,709,939
HartzIV,709,940
fragen,709,941
schwer,708,942
Ex,707,943
Mensch,707,944
Wird,706,945
Daher,706,946
COVID19,705,947
Bis,704,948
Reform,704,949
bereit,703,950
gern,703,951
Israel,702,952
zahlen,702,953
sowas,702,954
Folgen,701,955
heutigen,701,956
Journalisten,699,957
kurz,699,958
Soli,697,959
letzte,697,960
16,696,961
staerken,696,962
Plenum,696,963
Job,695,964
freuen,693,965
Armut,693,966
aktuellen,691,967
drauf,690,968
ziehen,689,969
Unsinn,689,970
Gibt,687,971
Stimmen,686,972
per,685,973
Oh,684,974
Gestern,683,975
Stunde,683,976
Groko,682,977
Angela,682,978
geworden,682,979
Gemeinsam,680,980
Verbot,679,981
Lindner,679,982
Wahlen,678,983
Unterschied,678,984
wann,677,985
hoeren,677,986
Schade,677,987
jedem,676,988
Text,676,989
Staaten,675,990
tatsaechlich,674,991
EZB,673,992
sagte,673,993
Kind,671,994
Einfach,671,995
Zur,670,996
Forderung,668,997
gefragt,668,998
schauen,668,999
Einladung,668,1000
muesste,667,1001
keiner,667,1002
Antworten,667,1003
Austausch,666,1004
17,665,1005
fest,664,1006
Waehrend,664,1007
ganzen,664,1008
Raum,664,1009
Haushalt,664,1010
tolle,663,1011
25,663,1012
europaeische,663,1013
Werte,662,1014
unterstuetzt,662,1015
Migranten,661,1016
Folge,660,1017
70,660,1018
laut,659,1019
Bundeskanzlerin,659,1020
Mittel,658,1021
einzige,657,1022
Klimawandel,656,1023
gelesen,655,1024
NoAfD,655,1025
Tat,653,1026
staerker,652,1027
geschrieben,652,1028
kennen,652,1029
be,652,1030
faellt,651,1031
Konsequenzen,650,1032
je,648,1033
Umwelt,647,1034
angesichts,645,1035
Richtig,645,1036
Signal,645,1037
Muenchen,644,1038
massiv,643,1039
NSU,642,1040
are,641,1041
noafd,641,1042
Kultur,640,1043
Richtung,640,1044
Schuldenbremse,639,1045
Gruen,639,1046
gemeinsame,639,1047
Putin,638,1048
Auto,637,1049
demokratische,637,1050
A,637,1051
Wochenende,636,1052
folgen,636,1053
nein,636,1054
Entwicklung,635,1055
Kommunen,635,1056
Landes,635,1057
Infrastruktur,635,1058
hoch,634,1059
stoppen,634,1060
Taeter,633,1061
her,633,1062
G,633,1063
neues,633,1064
Bericht,633,1065
Preis,631,1066
spaeter,631,1067
noAfD,631,1068
gross,629,1069
gt,629,1070
Endlich,628,1071
Kindern,626,1072
ne,624,1073
Antifa,623,1074
genauso,623,1075
erneut,623,1076
Stunden,623,1077
Hinweis,623,1078
Hannover,622,1079
Ihrer,619,1080
Buch,618,1081
we,618,1082
Herrn,617,1083
Gespraeche,617,1084
tragen,616,1085
europaeischen,615,1086
Mir,612,1087
fuers,611,1088
schlicht,610,1089
beginnt,610,1090
gefordert,609,1091
Studie,608,1092
Kopf,607,1093
live,607,1094
Sprache,605,1095
vorher,605,1096
Angriff,604,1097
S,604,1098
Namen,604,1099
treffen,604,1100
offensichtlich,602,1101
Umgang,601,1102
Hause,601,1103
Verkehrswende,601,1104
Position,601,1105
Italien,600,1106
21,600,1107
Habeck,598,1108
Polizisten,597,1109
Tja,597,1110
Schule,596,1111
Waere,596,1112
kam,595,1113
Staatsfunk,594,1114
lernen,593,1115
bekaempfen,593,1116
t,593,1117
Zahl,592,1118
digitale,592,1119
glauben,591,1120
weltweit,591,1121
Nacht,590,1122
Ihren,590,1123
gesehen,589,1124
erreichen,588,1125
Energiewende,588,1126
Frankreich,588,1127
danach,588,1128
Mieten,587,1129
trifft,586,1130
gegeben,585,1131
System,584,1132
weiteren,584,1133
Chemnitz,584,1134
de,584,1135
Marktwirtschaft,583,1136
rechten,583,1137
verteidigen,582,1138
Sind,582,1139
Terror,581,1140
naemlich,581,1141
erreicht,580,1142
oeffentliche,580,1143
Entscheidungen,579,1144
Vergleich,578,1145
verhindert,578,1146
Veranstaltung,577,1147
Sorry,577,1148
anderer,577,1149
Abschaffung,577,1150
Gesetzentwurf,576,1151
Personen,576,1152
beide,576,1153
Satz,575,1154
wirkt,575,1155
Stuttgart,575,1156
handelt,574,1157
droht,574,1158
Konzept,574,1159
Sinn,573,1160
Welche,573,1161
bestimmt,570,1162
Schueler,569,1163
Bekaempfung,569,1164
Dinge,569,1165
this,569,1166
Demo,568,1167
retten,567,1168
Oesterreich,567,1169
Dieses,567,1170
Laschet,566,1171
Kollege,566,1172
Neue,564,1173
Ab,564,1174
Realitaet,563,1175
Markt,560,1176
Guten,560,1177
Null,559,1178
Engagement,559,1179
solchen,557,1180
meisten,557,1181
Interessen,556,1182
U,555,1183
Zustimmung,555,1184
jedenfalls,555,1185
obwohl,555,1186
gleichzeitig,554,1187
Autos,554,1188
Wahlkreis,554,1189
Maas,553,1190
fehlen,553,1191
neuer,553,1192
persoenlich,553,1193
Schoen,553,1194
einigen,552,1195
Gleich,552,1196
bewusst,552,1197
Verfahren,552,1198
hast,552,1199
gelten,551,1200
bevor,551,1201
Soldaten,551,1202
Anhoerung,551,1203
Virus,550,1204
versuchen,550,1205
Feedback,549,1206
kleine,546,1207
SGE,546,1208
Wettbewerb,545,1209
spaet,545,1210
Debatten,545,1211
hart,544,1212
Treffen,542,1213
Steuerzahler,541,1214
Spass,541,1215
Hoffnung,540,1216
Netz,539,1217
Chancen,539,1218
bist,539,1219
Masken,538,1220
Sicht,538,1221
Infos,536,1222
kritisieren,536,1223
ziemlich,535,1224
Landwirtschaft,534,1225
freut,534,1226
Presse,533,1227
Nachrichten,533,1228
behauptet,532,1229
Dich,532,1230
Luft,531,1231
Rechts,531,1232
Mobilitaet,531,1233
Naja,531,1234
absolut,530,1235
Mai,530,1236
Kommission,530,1237
getan,530,1238
Gegen,529,1239
Wohnungen,529,1240
konsequent,529,1241
super,529,1242
Gast,527,1243
dessen,527,1244
Gauland,527,1245
e,527,1246
m,526,1247
UN,526,1248
erstmal,526,1249
ernsthaft,525,1250
blockiert,525,1251
Kandidaten,524,1252
Behoerden,524,1253
kennt,524,1254
Nichts,524,1255
ARD,523,1256
Verfassung,522,1257
aktuell,522,1258
digitalen,522,1259
genommen,521,1260
falsche,521,1261
Kommt,521,1262
Klasse,520,1263
unterwegs,519,1264
Weihnachten,519,1265
abgelehnt,519,1266
Bielefeld,519,1267
Eintracht,519,1268
Zusammenhalt,518,1269
beste,518,1270
mag,518,1271
komplett,517,1272
Biden,517,1273
Aktion,516,1274
verlieren,516,1275
CumEx,516,1276
insbesondere,515,1277
oeffentlichen,515,1278
beenden,514,1279
Thomas,514,1280
selbstverstaendlich,513,1281
musste,512,1282
Internet,512,1283
Vielfalt,512,1284
Link,511,1285
g,511,1286
nennt,511,1287
rechte,510,1288
Muss,510,1289
warten,509,1290
Loesungen,509,1291
wichtigen,508,1292
Macron,508,1293
as,508,1294
Uebrigens,508,1295
Europas,508,1296
We,508,1297
zumindest,507,1298
selber,507,1299
jedoch,506,1300
DDR,505,1301
Form,505,1302
alleine,505,1303
GG,505,1304
Parteitag,504,1305
herzlichen,504,1306
habt,504,1307
Anschlag,503,1308
AKK,503,1309
Plan,503,1310
Kontrolle,502,1311
Niedersachsen,502,1312
Hanau,502,1313
Statement,502,1314
schreibt,502,1315
Pflicht,501,1316
Hessen,501,1317
DIE,501,1318
Grundlage,500,1319
Forderungen,500,1320
groesste,500,1321
kleinen,500,1322
Foto,500,1323
traegt,499,1324
fahren,499,1325
linken,499,1326
schneller,498,1327
Daten,497,1328
Sorge,497,1329
offene,496,1330
junge,496,1331
gebracht,496,1332
GET,496,1333
denke,495,1334
sage,495,1335
frueher,493,1336
Energie,493,1337
loesen,493,1338
oben,492,1339
Osten,490,1340
by,490,1341
alte,490,1342
steigen,489,1343
Ausserdem,489,1344
sozial,488,1345
verlassen,487,1346
Einkommen,487,1347
Wieder,486,1348
Darueber,486,1349
Abstand,486,1350
Start,486,1351
schoenen,485,1352
Waffen,485,1353
Horst,485,1354
Sitzung,485,1355
Niemand,485,1356
rund,483,1357
Angebot,483,1358
Gerne,483,1359
verbieten,482,1360
gewinnen,482,1361
Freunde,481,1362
Prof,481,1363
investieren,481,1364
sinnvoll,481,1365
drin,480,1366
Abstimmung,480,1367
besteht,480,1368
uebernehmen,480,1369
Beschluss,479,1370
erwarten,479,1371
feiern,479,1372
f,478,1373
AnneWill,478,1374
Wissenschaft,478,1375
usw,478,1376
Seiten,477,1377
Gruppe,476,1378
Sozialismus,476,1379
nennen,476,1380
bauen,475,1381
Pflege,475,1382
Botschaft,474,1383
Beschaeftigten,474,1384
Innenminister,474,1385
redet,474,1386
Monate,473,1387
Personal,472,1388
Minuten,472,1389
Erinnerung,471,1390
seien,471,1391
aktiv,470,1392
Islam,470,1393
Europawahl,470,1394
lang,470,1395
Herausforderungen,469,1396
Freude,469,1397
Handeln,469,1398
Sonst,468,1399
Projekt,468,1400
Dem,467,1401
erinnern,467,1402
Innovation,466,1403
Argumente,466,1404
Fraktionen,466,1405
folgt,465,1406
abschaffen,465,1407
Cannabis,465,1408
echte,464,1409
Angehoerigen,464,1410
Brandenburg,464,1411
erfolgreich,464,1412
Germany,463,1413
vier,462,1414
Eindruck,462,1415
Chaos,461,1416
Forschung,461,1417
Buero,461,1418
Super,461,1419
mindestens,460,1420
Besser,460,1421
Verbrechen,459,1422
ausser,459,1423
stimmen,458,1424
wollten,458,1425
Freitag,458,1426
konkret,457,1427
einsetzen,456,1428
gemeinsamen,456,1429
dir,456,1430
Spiel,455,1431
seid,455,1432
Basis,455,1433
Zweifel,454,1434
Dresden,454,1435
Rot,454,1436
Alternative,453,1437
Quelle,453,1438
Breitscheidplatz,453,1439
neben,453,1440
kenne,453,1441
Noe,453,1442
aufs,452,1443
getroffen,452,1444
bisschen,451,1445
Stelle,451,1446
2015,450,1447
freie,450,1448
verstehe,450,1449
diskutiere,450,1450
Arbeitsplaetze,449,1451
ebenso,449,1452
sitzen,448,1453
Ernst,448,1454
60,447,1455
aktuelle,447,1456
Darum,447,1457
wahr,447,1458
Guter,447,1459
zudem,446,1460
hoffentlich,445,1461
gruenen,445,1462
Bank,445,1463
Gesetze,445,1464
Anlass,445,1465
Mieter,444,1466
konkrete,444,1467
Rahmen,444,1468
Spitze,444,1469
spielt,444,1470
Lesen,443,1471
Nee,443,1472
Aussenpolitik,442,1473
Asyl,442,1474
Peter,442,1475
spielen,441,1476
erster,441,1477
gefuehrt,441,1478
Jede,440,1479
passieren,440,1480
Trotz,440,1481
Tisch,440,1482
Bereich,440,1483
ueberfaellig,439,1484
Herzen,439,1485
Kampagne,439,1486
Kurs,439,1487
Konzerne,438,1488
welcher,438,1489
Steuer,437,1490
at,437,1491
have,437,1492
Stellen,436,1493
Industrie,436,1494
gedacht,436,1495
Nazi,436,1496
niemals,435,1497
Grenze,435,1498
Rechten,435,1499
entscheidet,434,1500
90,434,1501
verboten,433,1502
ZDF,432,1503
fallen,431,1504
Wohnen,431,1505
Aussenminister,430,1506
groessten,430,1507
Hilfen,430,1508
schliessen,430,1509
heissen,430,1510
interessiert,430,1511
gleiche,430,1512
UA1BT,430,1513
Vorbild,429,1514
Impfen,428,1515
